"","course_code","title","credits","department","course_number"
"2521","MUS 441","Composition III","3","MUS","441"
"2522","MUS 442","Composition III","3","MUS","442"
"2523","MUS 445","Electronic Composition","3","MUS","445"
"2524","MUS 447","Digital Audio and Sound Design","4","MUS","447"
"2525","MUS 448","Interactive Media Performance","3","MUS","448"
"2526","MUS 450","Sensor Music","3","MUS","450"
"2527","MUS 451","Introduction to Ethnomusicology","4","MUS","451"
"2528","MUS 452","Musical Instruments of the World","4","MUS","452"
"2529","MUS 455","Lyric Diction","3","MUS","455"
"2530","MUS 456","Lyric Diction","3","MUS","456"
"2531","MUS 462","Popular Musics in the African Diaspora","4","MUS","462"
"2532","MUS 463","Popular Music Studies","4","MUS","463"
"2533","MUS 467","Solo Vocal Music","3","MUS","467"
"2534","MUS 468","Solo Vocal Music","3","MUS","468"
"2535","MUS 470","History of Electroacoustic Music","3","MUS","470"
"2536","MUS 471","Musical Performance Networks","3","MUS","471"
"2537","MUS 474","History of Opera I: 1600-1800","4","MUS","474"
"2538","MUS 475","History of Opera","4","MUS","475"
"2539","MUS 476","Digital Audio Workstation Techniques I","3","MUS","476"
"2540","MUS 477","Digital Audio Workstation Techniques II","3","MUS","477"
"2541","MUS 478","Digital Audio Workstation Techniques III","3","MUS","478"
"2542","MUS 479","Data Sonification","4","MUS","479"
"2543","MUS 480","Audio Production Techniques I","3","MUS","480"
"2544","MUS 481","Audio Recording Techniques II","3","MUS","481"
"2545","MUS 482","Audio Recording Techniques III","3","MUS","482"
"2546","MUS 483","Audio Effects Theory and Design","4","MUS","483"
"2547","MUS 484","Choral Conducting and Literature","3","MUS","484"
"2548","MUS 486","Instrumental Conducting","3","MUS","486"
"2549","MUS 487","Music and Emotion","4","MUS","487"
"2550","MUS 488","Analog Recording Techniques","3","MUS","488"
"2551","MUS 489","Analysis of Rhythm and Meter","3","MUS","489"
"2552","MUS 490","Balinese Gamelan","2","MUS","490"
"2553","MUS 499","Senior Project","3","MUS","499"
"2554","MUE 126","Orientation to Music Education","1 Credit.","MUE","126"
"2555","MUE 199","Special Studies: [Topic]","1-5","MUE","199"
"2556","MUE 326","Foundations of Music Education","3","MUE","326"
"2557","MUE 386","Teaching Laboratory I","1 Credit.","MUE","386"
"2558","MUE 387","Teaching Laboratory I","1 Credit.","MUE","387"
"2559","MUE 388","Teaching Laboratory I","1 Credit.","MUE","388"
"2560","MUE 392","Instrumental Techniques: [Topic]","1 Credit.","MUE","392"
"2561","MUE 401","Research: [Topic]","1-21","MUE","401"
"2562","MUE 403","Thesis","1-12","MUE","403"
"2563","MUE 404","Internship: [Topic]","1-12","MUE","404"
"2564","MUE 405","Reading and Conference: [Topic]","1-4","MUE","405"
"2565","MUE 406","Field Studies: [Topic]","1-12","MUE","406"
"2566","MUE 407","Seminar: [Topic]","1-5","MUE","407"
"2567","MUE 408","Workshop: [Topic]","1-21","MUE","408"
"2568","MUE 409","Terminal Project","1-12","MUE","409"
"2569","MUE 410","Experimental Course: [Topic]","1-5","MUE","410"
"2570","MUE 411","Band Methods","3","MUE","411"
"2571","MUE 412","Elementary Music Methods","3","MUE","412"
"2572","MUE 413","Secondary Choral Methods","3","MUE","413"
"2573","MUE 420","Contemporary Methods in Music Education","3","MUE","420"
"2574","MUE 429","Music in Special Education","3","MUE","429"
"2575","MUE 430","Music Classroom Management","3","MUE","430"
"2576","MUE 432","Music in School and Society","3","MUE","432"
"2577","MUE 438","Curricular Strategies in Music Education","3","MUE","438"
"2578","MUE 442","Teaching Singing in the Classroom","3","MUE","442"
"2579","MUE 450","Practicum in Music Education","2","MUE","450"
"2580","MUE 455","Marching Band Methods","3","MUE","455"
"2581","MUE 456","String Methods","3","MUE","456"
"2582","MUE 459","Fundamentals of Violin and Viola Teaching","2","MUE","459"
"2583","MUE 460","Early-Intermediate Violin Repertoire and Technique","2","MUE","460"
"2584","MUE 463","Pedagogy Methods: Violin and Viola","2","MUE","463"
"2585","MUE 464","Advanced Violin/Viola Pedagogy","2","MUE","464"
"2586","MUE 465","Somatics for String Players","1 Credit.","MUE","465"
"2587","MUE 466","Community Music Institute Practicum","1 Credit.","MUE","466"
"2588","MUE 471","Piano Pedagogy I: Teaching Beginners","3","MUE","471"
"2589","MUE 472","Piano Pedagogy II: Teaching Groups","2","MUE","472"
"2590","MUE 473","Piano Pedagogy III: Teaching Intermediate Levels","2","MUE","473"
"2591","MUE 486","Teaching Laboratory II","1 Credit.","MUE","486"
"2592","MUE 491","Advanced Pedagogy: [Topic]","3","MUE","491"
"2593","MUJ 180","Jazz Performance Laboratory","2","MUJ","180"
"2594","MUJ 181","Jazz Performance Laboratory","2","MUJ","181"
"2595","MUJ 182","Jazz Performance Laboratory","2","MUJ","182"
"2596","MUJ 199","Special Studies: [Topic]","1-5","MUJ","199"
"2597","MUJ 270","Jazz Theory","2","MUJ","270"
"2598","MUJ 271","Functional Jazz Piano I","2","MUJ","271"
"2599","MUJ 272","Functional Jazz Piano II","2","MUJ","272"
"2600","MUJ 273","Jazz Improvisation I","2","MUJ","273"
"2601","MUJ 274","Jazz Improvisation II","2","MUJ","274"
"2602","MUJ 275","Jazz Composition 1","2","MUJ","275"
"2603","MUJ 276","Jazz Composition II","2","MUJ","276"
"2604","MUJ 350","History of Jazz, 1900 to 1950","4","MUJ","350"
"2605","MUJ 351","History of Jazz, 1940 to Present","4","MUJ","351"
"2606","MUJ 390","Jazz Laboratory Band III","1 Credit.","MUJ","390"
"2607","MUJ 391","Jazz Laboratory Band II","1 Credit.","MUJ","391"
"2608","MUJ 392","Oregon Jazz Ensemble","1-2","MUJ","392"
"2609","MUJ 395","Small Jazz Ensemble: [Topic]","1-2","MUJ","395"
"2610","MUJ 399","Special Studies: [Topic]","1-5","MUJ","399"
"2611","MUJ 405","Reading and Conference: [Topic]","1-4","MUJ","405"
"2612","MUJ 407","Seminar: [Topic]","1-5","MUJ","407"
"2613","MUJ 408","Workshop: [Topic]","1-21","MUJ","408"
"2614","MUJ 410","Experimental Course: [Topic]","1-5","MUJ","410"
"2615","MUJ 440","Jazz Pedagogy Practicum","3","MUJ","440"
"2616","MUJ 474","Jazz Repertoire I","3","MUJ","474"
"2617","MUJ 475","Jazz Repertoire II","3","MUJ","475"
"2618","MUJ 477","Advanced Jazz Repertoire I","3","MUJ","477"
"2619","MUJ 478","Advanced Jazz Repertoire II","3","MUJ","478"
"2620","MUJ 479","Advanced Jazz Repertoire III","3","MUJ","479"
"2621","MUJ 480","Jazz Arranging I","3","MUJ","480"
"2622","MUJ 481","Jazz Arranging II","3","MUJ","481"
"2623","MUJ 483","Advanced Jazz Arranging I","3","MUJ","483"
"2624","MUJ 484","Advanced Jazz Arranging II","3","MUJ","484"
"2625","MUP 114","Fundamentals of Music Performance Studies I: [Topic]","2","MUP","114"
"2626","MUP 115","Fundamentals of Music Performance Studies II: [Topic]","2","MUP","115"
"2627","MUP 163","Functional Piano","2","MUP","163"
"2628","MUP 165","Music Performance Studies: [Topic]","2","MUP","165"
"2629","MUP 199","Special Studies: [Topic]","1-5","MUP","199"
"2630","MUP 265","Music Performance Studies: [Topic]","2","MUP","265"
"2631","MUP 270","Music Performance Studies: [Topic]","4","MUP","270"
"2632","MUP 365","Music Performance Studies","2","MUP","365"
"2633","MUP 465","Music Performance Studies: [Topic]","4","MUP","465"
"2634","OBA 199","Special Studies: [Topic]","1-5","OBA","199"
"2635","OBA 311","Business Analytics I","4","OBA","311"
"2636","OBA 312","Business Analytics II","4","OBA","312"
"2637","OBA 335","Operations Management","4","OBA","335"
"2638","OBA 401","Research: [Topic]","1-21","OBA","401"
"2639","OBA 403","Thesis","1-6","OBA","403"
"2640","OBA 405","Special Problems: [Topic]","1-12","OBA","405"
"2641","OBA 406","Practicum: [Topic]","1-12","OBA","406"
"2642","OBA 407","Seminar: [Topic]","1-4","OBA","407"
"2643","OBA 409","Terminal Project","1-12","OBA","409"
"2644","OBA 410","Experimental Course: [Topic]","1-4","OBA","410"
"2645","OBA 444","Business Database Management Systems","4","OBA","444"
"2646","OBA 455","Data Driven Predictive Modeling","4","OBA","455"
"2647","OBA 465","Sports Analytics","4","OBA","465"
"2648","OBA 466","Project and Operations Management Models","4","OBA","466"
"2649","OBA 477","Supply-Chain Operations and Information","4","OBA","477"
"2650","PHIL 101","Philosophical Problems","4","PHIL","101"
"2651","PHIL 102","Ethics","4","PHIL","102"
"2652","PHIL 103","Critical Reasoning","4","PHIL","103"
"2653","PHIL 104","History of Western Philosophy","4","PHIL","104"
"2654","PHIL 110","Human Nature","4","PHIL","110"
"2655","PHIL 120","Ethics of Enterprise and Exchange","4","PHIL","120"
"2656","PHIL 123","Internet, Society, and Philosophy","4","PHIL","123"
"2657","PHIL 130","Philosophy and Popular Culture","4","PHIL","130"
"2658","PHIL 135","Ethics in the Life Sciences","4","PHIL","135"
"2659","PHIL 170","Love and Sex","4","PHIL","170"
"2660","PHIL 199","Special Studies: [Topic]","1-5","PHIL","199"
"2661","PHIL 199L","Special Studies: [Topic]","4","PHIL","199L"
"2662","PHIL 211","Existentialism","4","PHIL","211"
"2663","PHIL 216","Philosophy and Cultural Diversity","4","PHIL","216"
"2664","PHIL 219","Sports Ethics","4","PHIL","219"
"2665","PHIL 220","Food Ethics","4","PHIL","220"
"2666","PHIL 223","Data Ethics","4","PHIL","223"
"2667","PHIL 225","Introduction to Formal Logic","4","PHIL","225"
"2668","PHIL 299","Special Studies: [Topic]","1-5","PHIL","299"
"2669","PHIL 299L","Special Studies: [Topic]","4","PHIL","299L"
"2670","PHIL 307","Social and Political Philosophy I","4","PHIL","307"
"2671","PHIL 308","Social and Political Philosophy: [Topic]","4","PHIL","308"
"2672","PHIL 309","Global Justice","4","PHIL","309"
"2673","PHIL 310","History of Ancient Philosophy","4","PHIL","310"
"2674","PHIL 311","History of Philosophy: Modern","4","PHIL","311"
"2675","PHIL 312","History of Philosophy: 19th Century","4","PHIL","312"
"2676","PHIL 315","Introduction to Feminist Philosophy","4","PHIL","315"
"2677","PHIL 320","Philosophy of Religion","4","PHIL","320"
"2678","PHIL 322","Philosophy of the Arts","4","PHIL","322"
"2679","PHIL 323","Moral Theory","4","PHIL","323"
"2680","PHIL 331","Philosophy in Literature","4","PHIL","331"
"2681","PHIL 332","Philosophy of Film","4","PHIL","332"
"2682","PHIL 335","Medical Ethics","4","PHIL","335"
"2683","PHIL 339","Introduction to Philosophy of Science","4","PHIL","339"
"2684","PHIL 340","Environmental Philosophy","4","PHIL","340"
"2685","PHIL 341","African Philosophy","4","PHIL","341"
"2686","PHIL 342","Introduction to Latin American Philosophy","4","PHIL","342"
"2687","PHIL 343","Critical Theory","4","PHIL","343"
"2688","PHIL 344","Introduction to Philosophy of Law","4","PHIL","344"
"2689","PHIL 345","Place in the Cosmos","4","PHIL","345"
"2690","PHIL 350","Metaphysics","4","PHIL","350"
"2691","PHIL 399","Special Studies: [Topic]","1-5","PHIL","399"
"2692","PHIL 401","Research: [Topic]","1-21","PHIL","401"
"2693","PHIL 403","Thesis","1-12","PHIL","403"
"2694","PHIL 405","Reading and Conference: [Topic]","1-21","PHIL","405"
"2695","PHIL 407","Seminar: [Topic]","1-5","PHIL","407"
"2696","PHIL 410","Experimental Course: [Topic]","1-5","PHIL","410"
"2697","PHIL 415","Continental Philosophy: [Topic]","4","PHIL","415"
"2698","PHIL 420","American Philosophy: [Topic]","4","PHIL","420"
"2699","PHIL 421","Ancient Philosophers: [Topic]","4","PHIL","421"
"2700","PHIL 423","Technology Ethics: [Topic]","4","PHIL","423"
"2701","PHIL 425","Philosophy of Language","4","PHIL","425"
"2702","PHIL 426","Advanced Logic","4","PHIL","426"
"2703","PHIL 433","17th- and 18th-Century Philosophers: [Topic]","4","PHIL","433"
"2704","PHIL 443","Feminist Philosophy: [Topic]","4","PHIL","443"
"2705","PHIL 451","Native American Philosophy","4","PHIL","451"
"2706","PHIL 452","Philosophy and Race","4","PHIL","452"
"2707","PHIL 453","19th-Century Philosophers: [Topic]","4","PHIL","453"
"2708","PHIL 463","20th-Century Philosophers: [Topic]","4","PHIL","463"
"2709","PHIL 471","Advanced Introduction to American Philosophy","4","PHIL","471"
"2710","PHIL 472","Advanced Introduction to Analytic Philosophy","4","PHIL","472"
"2711","PHIL 473","Advanced Introduction to Continental Philosophy","4","PHIL","473"
"2712","PHIL 474","Advanced Introduction to Feminist Philosophy","4","PHIL","474"
"2713","PHYS 101","Essentials of Physics","4","PHYS","101"
"2714","PHYS 152","Physics of Sound and Music","4","PHYS","152"
"2715","PHYS 153","Physics of Light, Color, and Vision","4","PHYS","153"
"2716","PHYS 155","Physics Behind the Internet","4","PHYS","155"
"2717","PHYS 156M","Scientific Revolutions","4","PHYS","156M"
"2718","PHYS 161","Physics of Energy and Environment","4","PHYS","161"
"2719","PHYS 162","Solar and Other Renewable Energies","4","PHYS","162"
"2720","PHYS 171","The Physics of Life","4","PHYS","171"
"2721","PHYS 181","Quantum Mechanics for Everyone","4","PHYS","181"
"2722","PHYS 196","Field Studies: [Topic]","1-2","PHYS","196"
"2723","PHYS 198","Worskhop: [Topic]","1-2","PHYS","198"
"2724","PHYS 199","Special Studies: [Topic]","1-5","PHYS","199"
"2725","PHYS 201","General Physics","4","PHYS","201"
"2726","PHYS 202","General Physics","4","PHYS","202"
"2727","PHYS 203","General Physics","4","PHYS","203"
"2728","PHYS 204","Introductory Physics Laboratory","2","PHYS","204"
"2729","PHYS 205","Introductory Physics Laboratory","2","PHYS","205"
"2730","PHYS 206","Introductory Physics Laboratory","2","PHYS","206"
"2731","PHYS 251","Foundations of Physics I","4","PHYS","251"
"2732","PHYS 252","Foundations of Physics I","4","PHYS","252"
"2733","PHYS 253","Foundations of Physics I","4","PHYS","253"
"2734","PHYS 290","Foundations of Physics Laboratory","1 Credit.","PHYS","290"
"2735","PHYS 299","Special Studies: [Topic]","1-5","PHYS","299"
"2736","PHYS 351","Foundations of Physics II","4","PHYS","351"
"2737","PHYS 352","Thermal Physics and Statistical Mechanics I","4","PHYS","352"
"2738","PHYS 353","Thermal Physics and Statistical Mechanics II","4","PHYS","353"
"2739","PHYS 369M","Science of Climbing","2","PHYS","369M"
"2740","PHYS 389","Mathematical Methods","4","PHYS","389"
"2741","PHYS 391","Physics Experimentation Data Analysis Laboratory","4","PHYS","391"
"2742","PHYS 399","Special Studies: [Topic]","1-5","PHYS","399"
"2743","PHYS 400M","Temporary Multilisted Course","1-5","PHYS","400M"
"2744","PHYS 401","Research: [Topic]","1-16","PHYS","401"
"2745","PHYS 402","Supervised Tutoring","1-12","PHYS","402"
"2746","PHYS 403","Thesis","1-12","PHYS","403"
"2747","PHYS 405","Reading and Conference: [Topic]","1-16","PHYS","405"
"2748","PHYS 406","Practicum: [Topic]","1-21","PHYS","406"
"2749","PHYS 407","Seminar: [Topic]","1-4","PHYS","407"
"2750","PHYS 408","Workshop: [Topic]","1-21","PHYS","408"
"2751","PHYS 409","Terminal Project","1-12","PHYS","409"
"2752","PHYS 410","Experimental Course: [Topic]","1-4","PHYS","410"
"2753","PHYS 410L","Experimental Course: [Topic]","4","PHYS","410L"
"2754","PHYS 411","Mechanics","4","PHYS","411"
"2755","PHYS 412","Electricity and Magnetism I","4","PHYS","412"
"2756","PHYS 413","Electricity and Magnetism II","4","PHYS","413"
"2757","PHYS 414","Quantum Physics","4","PHYS","414"
"2758","PHYS 415","Quantum Physics","4","PHYS","415"
"2759","PHYS 417","Topics in Quantum Physics","4","PHYS","417"
"2760","PHYS 421M","Partial Differential Equations: Fourier Analysis I","4","PHYS","421M"
"2761","PHYS 422","Electromagnetism","4","PHYS","422"
"2762","PHYS 423M","Introduction to Space Physics","4","PHYS","423M"
"2763","PHYS 424","Classical Optics","4","PHYS","424"
"2764","PHYS 425","Modern Optics","4","PHYS","425"
"2765","PHYS 431","Analog Electronics","4","PHYS","431"
"2766","PHYS 432","Digital Electronics","4","PHYS","432"
"2767","PHYS 444","Introduction to Biological Physics","4","PHYS","444"
"2768","PHYS 481","Design of Experiments","4","PHYS","481"
"2769","PHYS 483","General Relativity I","4","PHYS","483"
"2770","PHYS 489","The Physics Behind Quantum Computers","4","PHYS","489"
"2771","PHYS 491","Research Project I","2-4","PHYS","491"
"2772","PHYS 492","Research Project II","2-4","PHYS","492"
"2773","PHYS 493","Research Project III","2-4","PHYS","493"
"2774","PPPM 101","Advocacy and Social Change","4","PPPM","101"
"2775","PPPM 199","Special Studies: [Topic]","1-5","PPPM","199"
"2776","PPPM 201","Introduction to Public Policy","4","PPPM","201"
"2777","PPPM 202","Healthy Communities","4","PPPM","202"
"2778","PPPM 205","Introduction to City Planning","4","PPPM","205"
"2779","PPPM 250","Arts and Human Values","4","PPPM","250"
"2780","PPPM 280","Introduction to the Nonprofit Sector","4","PPPM","280"
"2781","PPPM 321","Inclusive Urbanism","4","PPPM","321"
"2782","PPPM 325","Community Leadership and Change","4","PPPM","325"
"2783","PPPM 331","Environmental Management","4","PPPM","331"
"2784","PPPM 337","Urban Transportation","4","PPPM","337"
"2785","PPPM 340","Climate Change Policy","4","PPPM","340"
"2786","PPPM 360","International Public Policy","4","PPPM","360"
"2787","PPPM 370","Global Sustainable Development and Policy","4","PPPM","370"
"2788","PPPM 399","Special Studies: [Topic]","1-5","PPPM","399"
"2789","PPPM 401","Research: [Topic]","1-21","PPPM","401"
"2790","PPPM 403","Thesis","1-12","PPPM","403"
"2791","PPPM 404","Internship: [Topic]","1-12","PPPM","404"
"2792","PPPM 405","Special Problems: [Topic]","1-12","PPPM","405"
"2793","PPPM 406","Practicum: [Topic]","1-12","PPPM","406"
"2794","PPPM 407","Seminar: [Topic]","1-5","PPPM","407"
"2795","PPPM 408","Workshop: [Topic]","1-21","PPPM","408"
"2796","PPPM 409","Terminal Project","1-12","PPPM","409"
"2797","PPPM 410","Experimental Course: [Topic]","1-5","PPPM","410"
"2798","PPPM 410L","Experimental Course: [Topic]","4","PPPM","410L"
"2799","PPPM 412","Internship and Professional Development","2","PPPM","412"
"2800","PPPM 413","Quantitative Methods","4","PPPM","413"
"2801","PPPM 415","Policy and Planning Analysis","4","PPPM","415"
"2802","PPPM 418","Introduction to Public Law","4","PPPM","418"
"2803","PPPM 422","Grant Proposal Writing","1 Credit.","PPPM","422"
"2804","PPPM 425","Project Management","4","PPPM","425"
"2805","PPPM 426","Strategic Planning for Management","4","PPPM","426"
"2806","PPPM 430","Public Health Policy","4","PPPM","430"
"2807","PPPM 434","Urban Geographic Information Systems","4","PPPM","434"
"2808","PPPM 438","Transportation Issues in Planning: [Topic]","4","PPPM","438"
"2809","PPPM 439","Transportation Policy","4","PPPM","439"
"2810","PPPM 440","Land-Use Planning and Policy","4","PPPM","440"
"2811","PPPM 442","Sustainable Urban Development","4","PPPM","442"
"2812","PPPM 443","Natural Resource Policy","4","PPPM","443"
"2813","PPPM 444","Environmental Policy","4","PPPM","444"
"2814","PPPM 445","Green Cities","4","PPPM","445"
"2815","PPPM 446","Socioeconomic Development Planning","4","PPPM","446"
"2816","PPPM 448","Collaboration","4","PPPM","448"
"2817","PPPM 457","Nonprofit and Government Communications","4","PPPM","457"
"2818","PPPM 460","Health Policy","4","PPPM","460"
"2819","PPPM 465","Program Evaluation","4","PPPM","465"
"2820","PPPM 470","The Arts in Society","4","PPPM","470"
"2821","PPPM 471","Cultural Policy","4","PPPM","471"
"2822","PPPM 472","Creative Placemaking","4","PPPM","472"
"2823","PPPM 473","Cultural Programming","4","PPPM","473"
"2824","PPPM 475","Performing Arts Management","4","PPPM","475"
"2825","PPPM 480","Nonprofit Management","4","PPPM","480"
"2826","PPPM 481","Fundraising for Nonprofit Organizations","4","PPPM","481"
"2827","PPPM 483","Volunteer Resource Management","2","PPPM","483"
"2828","PPPM 484","Public and Nonprofit Financial Management","4","PPPM","484"
"2829","PPPM 486","Philanthropy and Grant Making","2","PPPM","486"
"2830","PPPM 487","Impact Philanthropy","4","PPPM","487"
"2831","PPPM 488","Nonprofit Legal Issues","4","PPPM","488"
"2832","PPPM 494","Practice of Leadership and Change","4","PPPM","494"
"2833","PPPM 495","Advanced Urban Geographic Information Systems","4","PPPM","495"
"2834","PS 102","Thinking Like a Social Scientist","4","PS","102"
"2835","PS 106","Power, Politics, and Inequality","4","PS","106"
"2836","PS 111","Introduction to Political Science","4","PS","111"
"2837","PS 199","Special Studies: [Topic]","1-5","PS","199"
"2838","PS 201","United States Politics","4","PS","201"
"2839","PS 205","Introduction to International Relations","4","PS","205"
"2840","PS 206","Ethics, Identity, and Power","4","PS","206"
"2841","PS 210","Politics of Business","4","PS","210"
"2842","PS 275","Legal Process An Introduction to the American Judiciary","4","PS","275"
"2843","PS 297","Introduction to Environmental Politics","4","PS","297"
"2844","PS 302","States' Rights and Wrongs","4","PS","302"
"2845","PS 304","Democracy, Dictators, and Development","4","PS","304"
"2846","PS 308","United States Political Thought","4","PS","308"
"2847","PS 309","Political Ideologies","4","PS","309"
"2848","PS 310","Roots of Democracy","4","PS","310"
"2849","PS 311","Sovereignty and Revolution","4","PS","311"
"2850","PS 312","Shadows of Modernity","4","PS","312"
"2851","PS 316","Black Lives Matter and American Democracy","4","PS","316"
"2852","PS 319","The Politics of the Body","4","PS","319"
"2853","PS 320","International Organization","4","PS","320"
"2854","PS 324","European Politics","4","PS","324"
"2855","PS 326","United States Foreign Policy I","4","PS","326"
"2856","PS 330","Governments and Politics in Latin America","4","PS","330"
"2857","PS 337","The Politics of Development","4","PS","337"
"2858","PS 340","International Political Economy","4","PS","340"
"2859","PS 342","Politics of China","4","PS","342"
"2860","PS 345","Southeast Asian Politics","4","PS","345"
"2861","PS 346","Terrorism and Weapons Proliferation","4","PS","346"
"2862","PS 348","Women and Politics","4","PS","348"
"2863","PS 349","Mass Media and American Politics","4","PS","349"
"2864","PS 350","Politics and Film","4","PS","350"
"2865","PS 351","Democratic Dilemmas","4","PS","351"
"2866","PS 352","Political Parties and Elections","4","PS","352"
"2867","PS 355","Oregon Government and Politics","4","PS","355"
"2868","PS 367","Politics, Science, and Climate Change","4","PS","367"
"2869","PS 368","Gender in the Law","4","PS","368"
"2870","PS 371","United States Congress","4","PS","371"
"2871","PS 372","Music and Politics","4","PS","372"
"2872","PS 375","Race, Politics, and the Law","4","PS","375"
"2873","PS 378","Games in Politics","4","PS","378"
"2874","PS 380","Gender and Politics in Developing Countries","4","PS","380"
"2875","PS 384","Nuclear Politics of the Middle East","4","PS","384"
"2876","PS 386","United States Social Movements and Political Change","4","PS","386"
"2877","PS 387","Russian Politics","4","PS","387"
"2878","PS 390","American Indian Politics","4","PS","390"
"2879","PS 391","Non-Western Political Theory","4","PS","391"
"2880","PS 399","Special Studies: [Topic]","1-5","PS","399"
"2881","PS 400M","Temporary Multilisted Course","1-5","PS","400M"
"2882","PS 401","Research: [Topic]","1-15","PS","401"
"2883","PS 403","Thesis","1-12","PS","403"
"2884","PS 404","Internship: [Topic]","1-2","PS","404"
"2885","PS 405","Reading and Conference: [Topic]","1-15","PS","405"
"2886","PS 406","Field Studies: [Topic]","1-5","PS","406"
"2887","PS 407","Seminar: [Topic]","1-4","PS","407"
"2888","PS 408","Workshop: [Topic]","1-21","PS","408"
"2889","PS 409","Terminal Project","1-12","PS","409"
"2890","PS 410","Experimental Course: [Topic]","1-4","PS","410"
"2891","PS 411","Honors Thesis Prospectus","1 Credit.","PS","411"
"2892","PS 433","Marxism and Radical Thought","4","PS","433"
"2893","PS 440","Causes and Prevention of War","4","PS","440"
"2894","PS 445","Methods for Politics and Policy Analysis I","4","PS","445"
"2895","PS 446","Methods for Politics and Policy Analysis II","4","PS","446"
"2896","PS 449","Racial Politics in the United States","4","PS","449"
"2897","PS 455","Theories of International Politics","4","PS","455"
"2898","PS 458","Feminist Political Theories","4","PS","458"
"2899","PS 465","LGBT Rights in the Courts","4","PS","465"
"2900","PS 466","Civil Rights in Post-Warren Era","4","PS","466"
"2901","PS 467","The United States Presidency","4","PS","467"
"2902","PS 470","Constitutional Law","4","PS","470"
"2903","PS 472","Matters of Life and Death","4","PS","472"
"2904","PS 475","Politics of the European Union","4","PS","475"
"2905","PS 477","International Environmental Politics","4","PS","477"
"2906","PS 478","Globalization and Development","4","PS","478"
"2907","PS 479","U.S. Interventions in Developing Nations","4","PS","479"
"2908","PS 480","Introduction to Rational Choice","4","PS","480"
"2909","PS 484","United States Supreme Court","4","PS","484"
"2910","PS 485","Civil Rights and Civil Liberties","4","PS","485"
"2911","PS 491","Politics of Everyday Life","4","PS","491"
"2912","PS 495","United States Political Economy","4","PS","495"
"2913","PORT 101","First-Year Portuguese","5","PORT","101"
"2914","PORT 102","First-Year Portuguese","5","PORT","102"
"2915","PORT 103","First Year Portuguese","5","PORT","103"
"2916","PORT 199","Special Studies: [Topic]","1-5","PORT","199"
"2917","PORT 201","Second Year Portuguese","4","PORT","201"
"2918","PORT 202","Second-Year Portuguese","4","PORT","202"
"2919","PORT 203","Second-Year Portuguese","4","PORT","203"
"2920","PORT 301","Cultura e Lingua: Expressoes Artisticas","4","PORT","301"
"2921","PORT 305","Cultura e lingua: Brasil ontem e hoje","4","PORT","305"
"2922","PORT 399","Special Studies: [Topic]","1-5","PORT","399"
"2923","PORT 405","Reading and Conference: [Topic]","1-6","PORT","405"
"2924","PD 101","Introduction to Product Design","4","PD","101"
"2925","PD 198","Workshop: [Topic]","1-12","PD","198"
"2926","PD 199","Special Studies: [Topic]","1-5","PD","199"
"2927","PD 223","Beginning Design Drawing","4","PD","223"
"2928","PD 240","Designers' Tools","4","PD","240"
"2929","PD 301","Introduction to Design Studio","4","PD","301"
"2930","PD 302","Introduction to Design Studio II","4","PD","302"
"2931","PD 323","Design Drawing","4","PD","323"
"2932","PD 330","Introduction to Computer Aided Design","4","PD","330"
"2933","PD 340","Design for Use","4","PD","340"
"2934","PD 350","Objects and Impacts","4","PD","350"
"2935","PD 370","Design Process","4","PD","370"
"2936","PD 399","Special Studies: [Topic]","1-5","PD","399"
"2937","PD 400M","Temporary Multilisted Course","1-5","PD","400M"
"2938","PD 401","Research: [Topic]","1-12","PD","401"
"2939","PD 404","Internship: [Topic]","1-12","PD","404"
"2940","PD 405","Special Problems: [Topic]","1-12","PD","405"
"2941","PD 406","Practicum: [Topic]","1-12","PD","406"
"2942","PD 407","Seminar: [Topic]","1-4","PD","407"
"2943","PD 408","Workshop: [Topic]","1-6","PD","408"
"2944","PD 410","Experimental Course: [Topic]","1-6","PD","410"
"2945","PD 430","Computer-Assisted Design and Production","4","PD","430"
"2946","PD 483","Advanced Studio I","4","PD","483"
"2947","PD 484","Advanced Studio II","4","PD","484"
"2948","PD 485","Advanced Studio III","4","PD","485"
"2949","PD 486","BFA Studio I","6","PD","486"
"2950","PD 487","BFA Studio II","6","PD","487"
"2951","PD 488","BFA Studio III","6","PD","488"
"2952","PSY 199","Special Studies: [Topic]","1-5","PSY","199"
"2953","PSY 201Z","Introduction to Psychology I","4","PSY","201Z"
"2954","PSY 202Z","Introduction to Psychology II","4","PSY","202Z"
"2955","PSY 301","Scientific Thinking in Psychology","4","PSY","301"
"2956","PSY 302","Statistical Methods in Psychology","4","PSY","302"
"2957","PSY 303","Research Methods in Psychology: [Topic]","4","PSY","303"
"2958","PSY 304","Biopsychology","4","PSY","304"
"2959","PSY 305","Cognition","4","PSY","305"
"2960","PSY 306","Social Psychology","4","PSY","306"
"2961","PSY 307","Personality","4","PSY","307"
"2962","PSY 308","Developmental Psychology","4","PSY","308"
"2963","PSY 309","Psychopathology","4","PSY","309"
"2964","PSY 348","Music and the Brain","4","PSY","348"
"2965","PSY 366","Culture and Mental Health","4","PSY","366"
"2966","PSY 380","Psychology of Gender","4","PSY","380"
"2967","PSY 383","Psychoactive Drugs","4","PSY","383"
"2968","PSY 399","Special Studies: [Topic]","1-5","PSY","399"
